salary_slip_amount,bank_credit_amount,anomalies,label
42580.8,42987.0,0,1.0
137709.56,136493.11,0,0.9596
130124.98,136126.94,0,0.9893
72655.89,69975.07,0,0.9826
65822.03,64858.76,0,0.9426
104170.53,104949.7,0,0.9969
151869.26,101043.97,2,0.5529
101620.11,97815.85,0,0.9894
175051.56,103126.76,2,0.4525
99611.98,73165.13,0,0.797
72765.69,70951.83,0,1.0
60569.63,58969.29,0,0.9706
84210.71,85258.07,0,0.9914
81631.39,82249.36,0,0.9819
124435.01,124785.58,0,0.9943
77646.37,76857.93,0,0.9758
50086.77,49922.02,0,0.9889
49087.5,49986.9,0,0.9728
79706.61,79034.3,0,0.9757
115079.07,82320.19,0,0.8124
80483.14,80571.55,0,0.9904
172399.77,106899.33,2,0.5602
81642.27,81772.68,0,0.9819
86059.48,61375.2,0,0.7626
91755.38,93181.38,0,0.9699
73403.96,71033.91,0,0.9969
119500.24,120789.17,0,1.0
160212.19,162020.6,0,0.9975
120715.79,122660.77,0,0.9664
107730.85,106518.18,0,1.0
160728.87,153624.59,0,1.0
40830.65,40548.85,0,0.9847
143868.46,84302.97,2,0.4111
154974.47,87888.51,2,0.3634
122163.17,122526.66,0,1.0
56378.78,55878.76,0,1.0
59695.46,46590.3,0,0.8577
77113.6,79994.74,0,1.0
154342.5,152246.32,0,0.9769
78423.23,77259.97,0,0.9584
93248.71,67861.28,0,0.7869
62641.6,63158.16,0,0.9642
79639.65,82684.88,0,0.997
77653.84,75820.66,0,0.9672
67120.24,42195.93,2,0.5143
61101.93,61662.37,0,1.0
94851.8,91958.8,0,0.9914
70978.4,40098.08,2,0.4295
44885.84,44515.27,0,1.0
56592.15,54987.76,0,0.9738
73846.56,56628.66,0,0.8261
103620.69,78802.06,0,0.7778
92946.94,95316.58,0,0.9663
92321.16,91711.12,0,1.0
54039.07,54539.65,0,0.9514
90328.88,90100.6,0,0.9594
153935.15,155510.43,0,1.0
111271.56,107727.02,0,0.9733
95278.15,98702.1,0,0.984
34587.52,34434.93,0,0.9649
224357.08,159660.04,0,0.8213
58079.5,57501.56,0,1.0
70855.49,72891.3,0,1.0
73498.3,74416.37,0,0.9508
215800.98,136693.58,2,0.522
129327.48,136306.21,0,0.9471
56455.53,57200.62,0,1.0
87732.81,85889.85,0,1.0
117868.93,118604.31,0,0.9699
114290.83,114549.06,0,1.0
141831.31,145450.94,0,0.9586
109456.89,67319.78,2,0.4799
105095.7,102557.08,0,1.0
26141.48,26488.63,0,0.9784
53109.61,51224.21,0,0.9608
58689.54,57304.58,0,1.0
124216.3,119428.69,0,0.9961
50044.93,32163.87,2,0.5252
42747.76,43514.07,0,1.0
46032.38,44021.23,0,0.9863
57148.59,56419.63,0,0.9986
47369.86,50090.17,0,0.9766
35812.23,35849.16,0,1.0
70176.43,68287.58,0,0.9705
105691.73,110182.9,0,0.981
48343.61,47311.5,0,0.9673
153636.46,103511.2,2,0.5256
69313.57,72036.18,0,0.9785
100834.73,104387.76,0,1.0
130338.67,132642.63,0,1.0
135052.46,98135.58,0,0.8374
124697.96,129011.32,0,0.9674
72127.41,72429.79,0,0.9984
54358.29,54465.25,0,1.0
101549.54,103041.94,0,1.0
41469.33,42936.14,0,0.9662
130869.46,89711.5,2,0.5879
116608.44,119131.75,0,0.9625
65724.22,65324.17,0,1.0
88529.29,89629.59,0,0.9827
36557.61,36847.44,0,0.9649
49737.02,50526.18,0,1.0
82430.42,58153.95,0,0.8014
167121.12,102516.96,2,0.504
79208.27,78533.64,0,0.9722
49347.83,0.0,1,0.3914
41021.83,40794.49,0,0.9602
120799.54,118169.26,0,1.0
65181.09,43017.85,2,0.5749
126709.75,127823.61,0,1.0
78426.93,77072.11,0,0.9847
62225.99,61637.42,0,0.993
129915.92,130399.97,0,1.0
97916.3,0.0,1,0.391
148575.14,150157.88,0,0.9956
72988.54,77009.75,0,0.987
151839.7,145662.68,0,0.9371
71118.34,65574.76,0,0.9604
113073.59,108510.92,0,1.0
124631.45,120962.61,0,0.9801
95949.3,95424.95,0,0.9714
161493.8,92752.79,2,0.4355
111922.06,110136.49,0,1.0
61982.51,61592.36,0,0.9763
162749.58,158853.46,0,0.9841
86702.83,85506.35,0,0.9873
93449.89,96077.41,0,0.9613
69138.29,41868.56,2,0.444
155785.57,95525.41,2,0.4858
91316.55,88639.78,0,0.9853
123896.5,82602.84,2,0.5471
42035.25,41621.44,0,0.9953
78112.62,82475.42,0,0.9651
111931.42,76704.89,2,0.5437
34874.64,35951.85,0,0.9929
58108.8,58247.09,0,0.9487
27221.18,27209.5,0,1.0
161850.57,154731.55,0,0.971
43878.87,44658.69,0,0.9973
116215.9,0.0,1,0.3716
55626.98,55045.29,0,1.0
80186.92,79956.19,0,0.977
87434.77,84524.27,0,1.0
161078.38,154670.39,0,0.9699
67932.28,68132.74,0,0.9778
59802.29,60461.98,0,0.9507
78168.56,80397.01,0,0.9759
106125.16,104009.95,0,0.9819
130936.56,128999.16,0,0.9752
213392.22,126362.45,2,0.4151
60236.29,59098.2,0,0.9565
124488.02,123067.97,0,0.9952
47386.94,47371.69,0,1.0
79825.63,79785.85,0,0.9782
35265.05,34846.56,0,0.9726
175327.23,103886.0,2,0.4898
129473.52,127923.91,0,0.9763
159812.21,154463.13,0,0.9863
38316.73,38160.74,0,0.9678
58302.05,57696.65,0,0.9781
101055.06,101791.39,0,0.9902
34149.42,34367.26,0,0.9798
39633.14,38456.6,0,0.9984
69964.03,71725.15,0,0.9947
63077.4,62704.8,0,0.9466
54019.23,55801.75,0,0.9619
89146.75,91728.41,0,0.9738
144768.63,87884.22,2,0.4589
96667.06,93644.85,0,1.0
40482.93,39239.82,0,0.9615
66398.59,65486.99,0,0.9696
57660.1,58415.28,0,1.0
49398.91,51103.86,0,0.9655
81447.67,50338.65,2,0.5013
57141.15,60144.39,0,0.9435
91036.21,92322.14,0,0.9754
70693.26,41485.17,2,0.4444
56326.3,55081.66,0,0.9674
62042.45,60176.7,0,0.9802
58454.82,58867.91,0,0.9572
81566.42,82054.76,0,1.0
113649.59,114509.67,0,0.9886
85644.15,84640.57,0,0.9937
126305.71,132097.75,0,0.9703
49989.68,50606.86,0,0.9763
38691.13,40321.9,0,1.0
60945.48,63947.42,0,0.9707
66121.79,45990.34,2,0.575
98752.15,71777.71,0,0.7458
109986.42,61778.5,2,0.4297
94927.64,96028.89,0,0.9855
80390.7,0.0,1,0.346
47242.52,48195.31,0,0.9858
92262.99,93865.14,0,1.0
83420.84,86389.79,0,0.9682
115971.2,70030.25,2,0.4684
117948.15,77893.1,2,0.5423
77703.19,80391.7,0,0.9837
25889.56,27635.62,0,0.984
53062.09,54836.78,0,0.9796
164239.18,102996.1,2,0.4728
65572.31,66736.59,0,0.9847
76076.61,77562.49,0,0.99
50570.92,52975.25,0,0.9564
72708.57,72428.5,0,0.9894
87853.91,0.0,1,0.4567
105290.11,61129.23,2,0.4235
64187.26,64761.51,0,1.0
102953.99,104715.85,0,0.9851
76751.21,80123.02,0,1.0
78628.47,76101.14,0,1.0
99017.98,98608.18,0,1.0
77599.9,78812.95,0,0.9934
72817.82,76580.59,0,0.9719
123176.36,90022.33,0,0.81
82925.89,83377.44,0,0.959
31067.02,30976.8,0,0.9608
69405.13,68132.93,0,0.9915
147919.8,148452.23,0,0.9639
93235.98,65014.45,2,0.5725
80016.55,79086.55,0,0.9647
31787.35,31258.32,0,0.9888
84501.59,61403.75,0,0.8007
62526.92,61665.96,0,1.0
123862.8,128223.44,0,0.9577
154338.06,156470.02,0,0.994
25804.12,25378.37,0,1.0
187721.82,143431.74,0,0.8304
117931.1,0.0,1,0.4012
29246.83,29425.77,0,0.9631
92628.49,0.0,1,0.4133
48406.31,49232.69,0,0.9807
110244.38,66334.15,2,0.4688
117786.63,80808.21,2,0.5726
89025.3,87775.89,0,0.9789
82228.79,56195.49,2,0.5466
174451.26,167335.49,0,1.0
89249.31,87546.26,0,0.9448
39288.49,39537.82,0,1.0
77053.14,52938.09,2,0.5437
95738.36,98676.11,0,0.9986
37185.29,37362.5,0,0.9597
140676.91,141708.92,0,0.9719
49136.85,48030.19,0,0.9766
68141.97,66382.94,0,1.0
75580.73,41426.64,2,0.4068
49544.9,48826.71,0,0.9675
67766.67,64922.31,0,1.0
134780.5,131628.96,0,0.9787
40468.32,39901.43,0,0.9383
197949.21,142796.41,0,0.7663
124241.8,132343.33,0,0.9862
65651.78,67838.62,0,0.9509
46524.02,47805.43,0,0.9545
146302.13,100283.86,2,0.5675
33291.74,33646.54,0,0.9923
72250.23,0.0,1,0.3819
85421.25,83312.33,0,0.9684
56809.14,57647.8,0,0.9871
59700.79,60984.57,0,0.9978
101361.05,95304.37,0,0.9552
49389.83,34598.63,0,0.7948
78709.66,79379.67,0,0.9962
60636.61,60465.16,0,0.9664
47998.09,27658.94,2,0.4655
62695.47,64176.65,0,1.0
144879.27,142193.65,0,1.0
72099.74,42041.73,2,0.4378
106642.2,105243.37,0,0.9441
65628.12,64287.64,0,0.987
96956.6,100835.25,0,0.9666
55153.44,56379.19,0,0.987
65546.96,45685.31,2,0.5841
61047.96,60063.39,0,0.9592
100955.93,100812.05,0,1.0
197083.4,132351.56,2,0.5332
47817.5,49567.04,0,0.9964
210934.08,124039.88,2,0.4033
165204.74,164321.84,0,0.98
31841.48,32268.21,0,1.0
47215.0,45770.05,0,0.9902
120133.84,70200.05,2,0.43
60853.33,61284.98,0,1.0
67355.05,65685.38,0,0.9853
123328.87,131764.79,0,0.9379
216316.43,155605.96,0,0.8109
90147.82,87721.54,0,1.0
131523.71,138035.69,0,1.0
30667.11,32413.26,0,0.993
89285.22,87019.98,0,1.0
104881.48,0.0,1,0.402
96809.5,0.0,1,0.3996
93576.4,97423.78,0,0.9755
157817.82,118791.08,0,0.7946
141449.11,138490.71,0,0.9817
95438.3,98796.93,0,0.9833
37706.12,38155.52,0,1.0
100148.03,67544.91,2,0.5621
91335.18,91726.5,0,0.9752
102011.87,104646.08,0,0.9978
67621.38,65685.19,0,0.9948
57061.18,55686.98,0,1.0
56596.55,58184.48,0,0.9783
57682.62,57671.59,0,1.0
43616.34,30301.16,2,0.5864
132642.74,90933.77,2,0.5465
118864.98,110114.59,0,0.9735
78489.24,77869.93,0,1.0
37955.1,0.0,1,0.384
238795.88,139919.21,2,0.4648
39194.6,39096.87,0,0.9608
108105.88,67298.85,2,0.4958
59071.82,36103.59,2,0.4886
97392.24,97796.57,0,0.9698
59391.97,58823.22,0,0.98
42829.76,0.0,1,0.3988
46005.12,44139.79,0,0.9451
119258.53,122778.91,0,0.9702
130245.43,81357.31,2,0.4592
61279.3,61706.07,0,0.9705
62619.78,59315.4,0,0.971
61898.2,60329.87,0,0.9857
171709.05,113676.12,2,0.551
152458.0,156198.52,0,0.9892
99787.43,107081.93,0,1.0
97802.87,94007.58,0,1.0
36096.87,37021.94,0,0.9589
36025.77,35205.75,0,1.0
71103.37,68283.02,0,0.9745
106087.08,0.0,1,0.407
63608.41,65503.55,0,0.9696
139680.32,135057.98,0,0.9667
62078.2,62158.62,0,0.974
45830.37,27136.42,2,0.4754
97845.82,97054.81,0,0.9785
123048.21,120689.9,0,1.0
253765.62,154776.84,2,0.471
65424.86,64267.03,0,0.957
88058.52,67330.56,0,0.8223
50273.73,50527.76,0,1.0
44926.66,45599.82,0,0.983
81053.54,44579.79,2,0.368
182556.18,125360.59,2,0.5647
74387.36,75041.06,0,0.9942
62660.14,60916.5,0,0.9554
46491.6,47022.91,0,0.9738
78241.66,76220.81,0,0.9759
77098.53,46633.48,2,0.4782
53997.49,54341.74,0,1.0
73178.62,69769.7,0,1.0
126296.9,123783.95,0,0.9945
144977.42,145084.62,0,0.9828
64306.86,0.0,1,0.4
88760.48,0.0,1,0.3757
77595.67,78074.06,0,0.9803
44626.29,46286.31,0,0.9924
110288.95,109146.39,0,0.9831
70666.76,68658.36,0,0.9696
138275.31,127359.43,0,0.9552
56630.76,0.0,1,0.3523
123625.15,0.0,1,0.4066
137025.23,84988.81,2,0.4431
95337.58,95974.74,0,0.9705
99462.84,64259.82,2,0.5118
55213.2,53848.45,0,1.0
63909.1,64576.4,0,0.9627
91592.85,95002.99,0,0.9774
87569.49,62551.02,0,0.8157
39020.0,38068.92,0,0.9649
59360.51,59079.62,0,1.0
145063.9,143952.97,0,0.9656
77331.63,77079.09,0,0.9986
45440.04,0.0,1,0.4151
121214.29,120411.36,0,0.9755
122633.01,71350.06,2,0.4246
72963.93,71393.74,0,0.9752
206459.88,134084.12,2,0.54
196042.96,118275.39,2,0.4321
62277.66,0.0,1,0.413
63675.3,64016.95,0,0.9992
78560.55,78845.69,0,0.9759
50850.57,0.0,1,0.4139
115923.7,115363.74,0,0.9801
53438.12,53537.7,0,0.9892
69319.39,69105.98,0,0.9941
155183.8,162136.61,0,0.9742
34166.59,34497.99,0,0.9696
197433.2,115158.98,2,0.4051
158218.73,104093.74,2,0.5109
30857.67,32633.98,0,0.9419
83412.57,83202.75,0,0.963
58006.6,0.0,1,0.3893
45504.27,43869.65,0,0.9616
95231.57,96183.77,0,0.9625
122174.17,121235.5,0,0.9965
131390.44,127472.25,0,0.9839
85304.79,89037.9,0,1.0
180311.0,115564.12,2,0.5377
129675.21,125560.2,0,0.9621
52231.63,51149.68,0,0.9827
104045.06,75283.74,0,0.8346
141469.63,138062.75,0,0.977
72984.78,72292.59,0,0.9865
34974.64,36896.5,0,0.9663
72905.66,72198.56,0,1.0
75702.72,75778.6,0,0.952
51935.01,50875.41,0,1.0
99208.55,68337.63,2,0.5605
62003.7,62613.95,0,0.9871
111236.86,71386.57,2,0.5074
98465.58,96405.9,0,0.9701
92417.44,95399.15,0,0.9638
125649.54,81821.33,2,0.5277
54562.3,53504.55,0,0.9981
43901.7,45853.64,0,0.9937
92370.3,0.0,1,0.3815
144344.67,150978.43,0,0.9654
92832.13,91507.44,0,1.0
48464.11,48486.42,0,0.9647
115631.92,118811.81,0,1.0
171011.84,171386.7,0,0.9865
26314.74,26681.66,0,0.9505
80717.31,78443.09,0,1.0
48486.55,49069.33,0,0.9769
117819.81,113575.8,0,0.9537
38074.38,39147.18,0,0.9715
184458.17,142751.76,0,0.8181
117085.16,119068.83,0,0.9972
137587.08,135198.41,0,0.99
99560.51,96889.65,0,0.9553
158883.64,160297.5,0,1.0
72663.97,47717.12,2,0.5401
47873.37,49830.58,0,0.9735
90863.87,90146.63,0,0.9955
80569.66,59357.16,0,0.8354
78468.57,79703.73,0,1.0
164463.27,163292.31,0,0.9946
36377.29,35233.64,0,0.9938
58700.95,61353.82,0,0.9802
132283.09,133356.67,0,0.9924
127411.61,132596.32,0,0.9638
75595.27,77329.53,0,0.9849
110230.59,106963.52,0,1.0
168741.13,163128.11,0,0.988
64540.29,65168.44,0,0.9909
96533.47,97814.56,0,0.9772
170966.31,172448.63,0,0.9934
91275.41,60634.85,2,0.5635
84579.22,62173.35,0,0.8256
150425.64,86446.9,2,0.4127
34214.09,0.0,1,0.376
168802.87,166514.22,0,0.9866
38045.29,38759.58,0,1.0
69318.05,72552.58,0,0.9759
52466.38,49770.34,0,0.9966
111477.51,111570.55,0,0.9415
78357.46,77245.34,0,1.0
67441.55,70909.27,0,0.9423
98747.47,99804.96,0,0.9606
63061.55,64843.94,0,0.9254
100187.9,55567.41,2,0.4176
52504.01,52881.78,0,0.9883
54203.89,55240.96,0,1.0
108046.75,110368.04,0,1.0
81042.44,79072.61,0,1.0
91448.44,91654.01,0,0.957
65413.13,63904.33,0,1.0
46067.67,46239.37,0,1.0
47529.46,45467.79,0,1.0
41801.83,43370.11,0,0.9754
151913.82,149323.32,0,0.9809
88956.32,89193.7,0,0.9851
82133.19,77292.84,0,0.9192
53236.74,0.0,1,0.3853
48703.77,47901.47,0,0.9486
136751.45,139312.88,0,0.9756
75179.71,0.0,1,0.4164
166854.21,118387.13,0,0.7612
101414.91,100648.57,0,0.9906
61592.14,61198.47,0,0.9444
69704.11,71150.28,0,0.981
131808.41,134675.93,0,0.9673
61753.23,36082.33,2,0.4303
42790.2,42541.11,0,0.9916
58612.89,57309.92,0,0.9932
185691.55,138707.29,0,0.8185
56165.72,56977.95,0,0.9763
56480.22,56686.02,0,1.0
77834.31,76773.01,0,0.9883
112727.84,107294.46,0,0.9589
102861.93,105965.1,0,0.977
107822.78,77937.53,0,0.8109
69059.23,68085.87,0,0.9665
90293.65,88217.06,0,0.9809
94190.91,65864.5,2,0.5238
146255.13,145837.26,0,1.0
99392.41,96402.7,0,1.0
160537.26,104484.19,2,0.4936
28763.51,27976.03,0,0.947
106235.26,108982.6,0,0.9718
103679.78,99223.9,0,0.935
44173.93,43658.04,0,0.9686
52472.18,51797.43,0,1.0
58106.39,59273.36,0,1.0
60809.03,0.0,1,0.342
34645.09,36949.95,0,0.9441
92223.85,94880.96,0,0.9784
60400.14,61015.75,0,0.9555
108302.89,71644.2,2,0.5608
47920.51,48901.7,0,0.9513
86190.73,55510.11,2,0.4998
115412.21,110374.79,0,0.9803
71384.26,72297.97,0,0.9697
117531.67,121511.96,0,0.9719
109133.58,104345.0,0,0.9801
134051.45,133665.66,0,1.0
57938.68,57615.42,0,1.0
83399.31,0.0,1,0.4091
147082.47,153017.11,0,0.9856
71155.73,70125.1,0,0.959
62915.8,60916.98,0,0.9933
125521.37,126905.0,0,1.0
165592.53,163875.06,0,1.0
119254.48,118017.27,0,0.974
82382.11,55016.18,2,0.4985
27774.55,27467.99,0,1.0
121762.87,117267.45,0,0.9742
60163.77,59575.11,0,0.9645
88190.93,89688.08,0,0.9451
28035.67,28168.09,0,0.9555
36320.38,36522.99,0,1.0
126856.37,134479.51,0,0.9557
89390.31,52546.57,2,0.4305
47717.49,31806.57,2,0.5632
71932.59,74576.01,0,0.9912
48202.07,47641.17,0,0.9742
96435.86,100455.59,0,0.9665
92288.9,98409.0,0,0.9905
154093.34,91969.76,2,0.4794
38786.58,39363.21,0,0.95
80837.06,78082.63,0,0.9667
40442.66,39896.53,0,0.9105
31604.96,32473.24,0,1.0
94083.48,67461.52,0,0.8184
51407.6,30088.44,2,0.4222
150351.56,151978.22,0,0.9857
39828.1,39844.05,0,1.0
37352.99,38276.79,0,0.9639
54032.08,56588.21,0,0.9645
76333.8,73814.23,0,0.9996
51011.36,53498.26,0,0.935
87973.88,91777.86,0,0.9638
62855.24,64369.28,0,1.0
35471.91,35234.74,0,1.0
188182.56,127471.48,2,0.5573
32122.35,32968.97,0,0.9696
99067.81,58975.91,2,0.4761
115367.2,112125.92,0,0.9762
105310.87,58181.83,2,0.397
49786.11,49485.3,0,0.9994
46417.56,45598.37,0,0.9786
82453.4,84040.96,0,0.967
100854.01,104727.68,0,0.9997
60015.91,57661.06,0,1.0
70473.06,40597.92,2,0.3596
50210.23,49357.61,0,1.0
55079.6,56196.94,0,0.9885
33529.26,33536.42,0,0.9831
156688.41,156492.35,0,1.0
75914.19,49418.24,2,0.4731
86214.92,57373.39,2,0.5255
57092.78,57116.38,0,1.0
120005.54,75622.37,2,0.467
152361.53,149023.97,0,0.9759
50981.9,50949.76,0,1.0
80406.23,79590.7,0,1.0
62465.06,61762.24,0,1.0
127637.54,128985.3,0,0.9816
114367.34,112288.73,0,0.9857
56245.6,58888.71,0,0.9899
105019.88,104685.05,0,0.9963
34352.58,32135.07,0,0.9678
59399.2,58697.65,0,0.9955
34039.8,35572.64,0,0.9968
44459.91,42655.48,0,0.9884
78713.87,75141.99,0,0.9485
39181.7,38530.18,0,0.9501
32685.9,30804.8,0,0.996
43868.87,43530.99,0,0.9984
42114.08,41738.11,0,0.9803
73816.51,74644.32,0,0.9696
48866.99,49279.24,0,0.9965
100859.49,70492.06,2,0.6031
44665.28,45546.06,0,0.9946
51694.0,50629.9,0,0.9842
128239.19,89861.98,0,0.7466
74161.68,73731.39,0,0.9864
56888.29,57121.41,0,0.9715
91035.5,94326.17,0,0.9887
113370.15,114839.88,0,0.952
64419.81,63776.48,0,0.9874
43403.24,41424.02,0,0.9994
57352.42,58496.35,0,0.9948
48461.41,49014.72,0,0.9882
127988.7,127688.34,0,0.9718
41440.32,41830.83,0,0.9966
